condition,task_id,task_name,category,input_type,output_type,parse_transition,score_transition,path_transition,fp16_parse,candidate_parse,fp16_score,candidate_score,score_delta,fp16_path_score,candidate_path_score,path_delta,fp16_stop_reason,candidate_stop_reason,fp16_generated_tokens,candidate_generated_tokens,automatic_failure_type,automatic_failure_detail,payload_preview,manual_failure_type,manual_notes
KIVI-2,001713,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.96,0.0,-0.96,0.9444444444444444,0.0,-0.9444444444444444,end_code,eos,423,522,missing_end_marker,missing_end_marker,<recipe>\n <title>Chocolate Chip Cookies</title>\n <author>\n <name>John Doe</name>\n <id>1</id>\n </author>\n <ingredients>\n <ingredient>\n <name>Flour</name>\n <quantity>2</quantity>\n <unit>cups</unit>\n <optional>false</optional>\n </ingredient>\n <ingredient>\n <name>Sugar</name>\n <quantity>1</quantity>\n <unit>cup</unit>\n <optional>false</optional>\n </ingredient>\n <ingredient>\n <name>Chocolate Chips</name>\n <quantity>2</quantity>\n <unit>cups</unit>\n <optional>false</optional>\n </ingredient>\n </ingredien,,
KIVI-2,001714,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.63,0.0,-0.63,0.5333333333333333,0.0,-0.5333333333333333,end_code,end_code,296,344,extra_content_or_multiple_roots,"junk after document element: line 15, column 0","<planet>\n <name>Fictional Planet</name>\n <type>Gas Giant</type>\n <discovery>\n  <year>2050</year>\n  <method>Radar Imaging</method>\n </discovery>\n <atmosphere>\n  <composition>Nitrogen, Methane, Hydrogen</composition>\n  <pressure>1.5</pressure>\n </atmosphere>\n <moons>\n </moons>\n</planet>\n<planet.moons>\n</planet.moons>\n<planet.moons add=""true"">\n <name>Moon1</name>\n <diameter>1072</diameter>\n <discovery_date>2060-03-15</discovery_date>\n <features>\n </features>\n </planet.moons>\n <planet.moons.features",,
KIVI-2,001719,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.68,0.0,-0.68,0.6,0.0,-0.6,end_code,end_code,748,902,unbalanced_or_mismatched_delimiter,"mismatched tag: line 44, column 3","<recipe title=""Chicken Alfredo"">\n <author>\n <name>John Doe</name>\n <contact>\n <email>john.doe@example.com</email>\n <phone countryCode=""+1"">1234567890</phone>\n </contact>\n </author>\n <nutrition>\n <calories>650</calories>\n <nutritionFacts>\n <total>\n <name>Total</name>\n <energy>\n <calories>650</calories>\n </energy>\n </total>\n <macronutrients>\n <carbohydrates>\n <name>Carbohydrates</name>\n <amount unit=""g"">35</amount>\n </carbohydrates>\n <protein>\n <name>Protein</name>\n <amount unit=""g"">45</amount>\n <",,
KIVI-2,001722,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.89,0.0,-0.89,0.8666666666666667,0.0,-0.8666666666666667,end_code,end_code,310,1278,unbalanced_or_mismatched_delimiter,"mismatched tag: line 86, column 2","<recipe xmlns=""http://www.w3.org/2005/Atom"" xmlns:recipe=""http://recipe-schema.net/Recipe2006-11-gschneider"">\n <title>Chocolate Chip Cookies</title>\n <author>\n  <name>John Doe</name>\n  <contact>\n   <email>john.doe@example.com</email>\n  </contact>\n </author>\n <recipe:recipe xml:base=""http://example.com/recipes/chocolate-chip-cookies"">\n  <recipe:name>Chocolate Chip Cookies</recipe:name>\n  <recipe:description>Delicious chocolate chip cookies recipe</recipe:description>\n  <recipe:cuisine xml:lang=""e",,
KIVI-2,001725,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.35,0.0,-0.35,0.1875,0.0,-0.1875,end_code,end_code,479,440,invalid_token,"not well-formed (invalid token): line 8, column 18","<galaxy name=""Fictional Galaxy"" discoveryYear=""2025"" type=""Spiral"">\n <stars>\n  <star name=""Star A"" spectralClass=""G"" ageMillionYears=""4.5"" massSolar=""1.2"">\n   <planets>\n    <planet name=""Planet X"" massEarths=""5.3"" hasLife=""true"">\n     <atmosphere>\n      <composition>Nitrogen, Oxygen, Argon</composition>\n      <pressureAtm=""1.5"" />\n     </atmosphere>\n     <moons>\n      <moon name=""Moon A"" diameterKm=""1200"" discoveryDate=""2030-01-01"">\n      </moon>\n      <moon name=""Moon B"" diameterKm=""500"" discov",,
KIVI-2,001727,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.95,0.0,-0.95,0.9333333333333333,0.0,-0.9333333333333333,end_code,eos,860,1001,missing_end_marker,missing_end_marker,"<recipe>\n <metadata>\n </metadata>\n <recipe name=""Spaghetti Bolognese"" author=""John Doe"" cuisine=""Italian"">\n <prepTime>30</prepTime>\n <cookTime>60</cookTime>\n <servings>4</servings>\n <ingredients>\n <ingredient>\n <name>Spaghetti</name>\n <quantity>400</quantity>\n <unit>grams</unit>\n </ingredient>\n <ingredient>\n <name>Ground Beef</name>\n <quantity>500</quantity>\n <unit>grams</unit>\n </ingredient>\n <ingredient>\n <name>Tomatoes</name>\n <quantity>4</quantity>\n <unit>pieces</unit>\n </ingredient>\n <ingre",,
KIVI-2,001730,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.67,0.0,-0.67,0.5882352941176471,0.0,-0.5882352941176471,end_code,eos,780,831,missing_end_marker,missing_end_marker,<recipe>\n <title>Chicken Alfredo</title>\n <author>\n <name>John Doe</name>\n <role>chef</role>\n </author>\n <metadata>\n <cuisine>Italian</cuisine>\n <difficulty>easy</difficulty>\n <servings>4</servings>\n <tags>\n <tag>chicken</tag>\n <tag>pasta</tag>\n <tag>alfredo</tag>\n </tags>\n </metadata>\n <nutrition>\n <calories>500</calories>\n <macros>\n <protein>30</protein>\n <carbohydrates>50</carbohdrates>\n <fat>20</fat>\n </macros>\n </nutrition>\n <ingredients>\n <ingredient>\n <name>chicken breast</name>\n <quantit,,
KIVI-2,001734,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.65,0.0,-0.65,0.5625,0.0,-0.5625,end_code,end_code,368,320,extra_content_or_multiple_roots,"junk after document element: line 25, column 1",<creature>\n <name>Creature_Name</name>\n <origin>\n <galaxy>Galaxy_Name</galaxy>\n <planet>Home_Planet</planet>\n </origin>\n <species>Creature_Species</species>\n <appearance>\n <height>Height_in_cm</height>\n <color>Primary_Color</color>\n <appendages>\n <type>Appendage_Type</type>\n <count>Number_of_Appendages</count>\n </appendages>\n </appearance>\n <traits>\n <trait>\n <type>Trait_Type</type>\n <description>Trait_Description</description>\n <rarity>Trait_Rarity</rarity>\n </trait>\n ...\n </traits>\n </creature,,
KIVI-2,001741,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.41,0.0,-0.41,0.26666666666666666,0.0,-0.26666666666666666,end_code,end_code,247,212,unbalanced_or_mismatched_delimiter,"mismatched tag: line 11, column 3","<planet name=""Fictional Planet X-27"" mass=""1.5e24"">\n <orbit distance=""3.14"" period=""365.25""/>\n <atmosphere composition=""Nitrogen, Oxygen, Carbon Dioxide, Water Vapor"">\n <pressure type=""atm"" value=""1013.25""/>\n </atmosphere>\n <moons>\n <moon name=""Moon1"" radius=""1734"" discovered_by=""Astronomer A"" discovery_date=""2000-01-01"">\n <rings>\n <ring inner_radius=""12345"" outer_radius=""12356"" composition=""Ice and Rock"">\n </ring>\n </moon>\n </moons>\n</planet>",,
KIVI-2,001744,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.25,0.0,-0.25,0.06666666666666667,0.0,-0.06666666666666667,end_code,end_code,260,387,extra_content_or_multiple_roots,"junk after document element: line 13, column 1","<planet name=""Aetheria"" orbitalPeriod=""365.237"">\n <discovery year=""2050"" method=""Direct Imaging"" telescope=""SpaceX_Deep_Space_Telescope"">\n </discovery>\n <atmosphere composition=""Nitrogen, Oxygen, Methane, Carbon Dioxide"" pressure=""1.2"" temperature=""273.15"">\n </atmosphere>\n <surface>\n <features>\n <feature type=""Mountain"" coordinates=""45.32N, 123.45E"">\n </feature>\n </features>\n </surface>\n </planet>\n <planet name=""Aetheria_I"" moonOf=""Aetheria"">\n <discovery year=""2052"" name=""Team_Lunar_Exploration""",,
KIVI-2,001748,Text to XML,T-generation,Text,XML,fp16_only,regressed,regressed,1,0,0.68,0.0,-0.68,0.6,0.0,-0.6,end_code,end_code,733,729,unbalanced_or_mismatched_delimiter,"mismatched tag: line 76, column 2","<recipe xmlns=""http://www.w3.org/2005/Atom"">\n <title>Chicken Alfredo</title>\n <metadata>\n <author>\n <name>\n <name>John Doe</name>\n </name>\n <contact type=""email"">johndoe@example.com</contact>\n </author>\n <recipeType>dish</recipeType>\n <cuisine>Italian</cuisine>\n <difficulty>medium</difficulty>\n <servings>4</servings>\n </metadata>\n <recipe xml:base=""http://example.com/recipes/chicken_alfredo"">\n <ingredients>\n <item>\n <name>Chicken Breast</name>\n <quantity>4</quantity>\n <unit>piece</unit>\n </item>",,
KIVI-2,001801,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,343,361,missing_end_marker,missing_end_marker,"museum:\n  name: ""Musee d'Art de la Ville de Paris""\n  location:\n    city: ""Paris""\n    country: ""France""\n  founded_year: 1902\n  director:\n    name: ""Sophie Lévy""\n    tenure_years: 10\n  exhibits:\n  - title: ""The Starry Night""\n    artist: ""Vincent van Gogh""\n    year: 1889\n    medium: ""Oil on canvas""\n    dimensions:\n      height_cm: 73.7\n      width_cm: 92.1\n    on_loan: false\n    provenance:\n      previous_owners: [""Van Gogh family"", ""Robert Hoener"", ""Heinrich-Thannhauser""]\n      acquisition_date: """,,
KIVI-2,001803,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,351,228,other_parser_error,"expected a single document in the stream   in ""<unicode string>"", line 2, column 1:     museum:     ^ but found another document   in ""<unicode string>"", line 26, column 1:     ---     ^","---\nmuseum:\n  name: ""Museum of Modern Artisans""\n  location:\n    city: ""New York""\n    country: ""USA""\n  founded_year: 1958\n  director:\n    full_name: ""Dr. Maria Gonzalez""\n    tenure_years: 10\n  galleries:\n    - title: ""Contemporary Sculpture Gallery""\n      floor: 3\n      artworks:\n        - artist: ""Jacob Moore""\n          title: ""The Awakening""\n          year_created: 2015\n          medium: ""Bronze""\n          on_display: true\n        - artist: ""Ada Chen""\n          title: ""Dancing in the Rain""\n    ",,
KIVI-2,001807,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,0.73,0.0,-0.73,0.6666666666666666,0.0,-0.6666666666666666,end_code,eos,526,348,missing_begin_marker,"missing_begin_marker, missing_end_marker","<|YAML\ncreature:\n  name: ""Xylox""\n  species: ""Xyloxian""\n  origin:\n    planet: ""Zeta-7""\n    galaxy: ""Andromeda""\n  abilities:\n    - type: ""Telekinesis""\n      description: ""Can move objects with its mind up to a power level of 8""\n      power_level: 8\n    - type: ""Regeneration""\n      description: ""Can heal injuries at a rate of 1 HP per second, up to a power level of 5""\n      power_level: 5\n  physical_traits:\n    height_cm: 250\n    coloration: ""Blue and purple, with iridescent spots""\n    limbs:\n     ",,
KIVI-2,001811,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,336,301,missing_begin_marker,"missing_begin_marker, missing_end_marker",<|YAML:\nexpedition:\n  name: Interplanetary Discovery Mission-1 (IDM-1)\n  launch_date: 2035-05-01\n  destination:\n    planet: Mars\n    moons:\n    - Phobos\n    - Deimos\n  crew:\n  - role: Commander\n    name: John Doe\n    age: 45\n    skills:\n    - Leadership\n    - Navigation\n    - Emergency Response\n  - role: Engineer\n    name: Jane Smith\n    age: 38\n    skills:\n    - Mechanical Engineering\n    - Electrical Engineering\n    - Robotics\n  cargo:\n    supplies:\n      food_kg: 1000\n      water_liters: 5000,,
KIVI-2,001812,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,0.89,0.0,-0.89,0.8666666666666667,0.0,-0.8666666666666667,end_code,end_code,251,282,other_parser_error,"while parsing a block collection   in ""<unicode string>"", line 26, column 7:           - days: [""Monday"", ""Wednesday"",  ...            ^ expected <block end>, but found '?'   in ""<unicode string>"", line 27, column 7:           times: [""11:00"", ""14:00"", ""17:00""]           ^","brewery:\n  name: ""Fantasy Falls Brewery""\n  location:\n    city: ""Brewville""\n    country: ""Aleland""\n  founded_year: 2010\n  owner: ""John Doe""\n  beers:\n    - name: ""Golden Dream IPA""\n      style: ""India Pale Ale""\n      abv: 6.5\n      awards:\n        - title: ""Best IPA""\n          year: 2015\n          organization: ""Brewland Beer Awards""\n    - name: ""Midnight Stout""\n      style: ""Stout""\n      abv: 7.2\n      awards:\n        - title: ""Gold Medal""\n          year: 2018\n          organization: ""World Beer ",,
KIVI-2,001815,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,198,201,missing_begin_marker,"missing_begin_marker, missing_end_marker","<|YAML\nmuseum:\n  name: ""Fantasy Fine Arts Museum""\n  location:\n    city: ""Artaviana""\n    country: ""Land of Arte""\n  established_year: 1985\n  director:\n    name: ""Dr. Maria Artisana""\n    tenure_years: 15\n  galleries:\n    - title: ""Classical Gallery""\n      theme: ""European Paintings from the 14th to the 18th Century""\n      artworks:\n        - title: ""The Starry Night""\n          artist: ""Vincent van Gogh""\n          year_created: 1889\n          dimensions:\n            height_cm: 29\n            width_c",,
KIVI-2,001821,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,301,325,missing_end_marker,missing_end_marker,"---\nexpedition:\n  mission_name: ""Abyssal Discovery: Exploring the Mariana Trench""\n  launch_date: ""2023-07-15""\n  duration_days: 60\n  crew:\n    - name: ""Dr. Emma Thompson""\n      role: ""Expedition Leader""\n      age: 42\n      skills: [""Marine Biology"", ""Deep-sea Submersible Operations"", ""Fluent in Japanese""]\n    - name: ""Captain James O'Sullivan""\n      role: ""Chief Engineer""\n      age: 38\n      skills: [""Submersible Maintenance"", ""Navigation"", ""Electrical Engineering""]\n  cargo:\n    manifest_id: ""MT-",,
KIVI-2,001833,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,224,220,other_parser_error,"expected a single document in the stream   in ""<unicode string>"", line 2, column 1:     planet:     ^ but found another document   in ""<unicode string>"", line 24, column 1:     ---     ^","---\nplanet:\n  name: ""Fictional Planet""\n  type: ""Gas Giant""\n  discovery:\n    year: 2050\n    method: ""Telescope""\n  atmosphere:\n    composition:\n      - ""Hydrogen""\n      - ""Helium""\n      - ""Methane""\n    pressure: 101.3\n    temperature: 110.5\nmoons:\n  - name: ""Moon1""\n    diameter_km: 1500\n    orbital_period_days: 30.4\n    surface_features:\n      - feature_type: ""Crater""\n        description: ""A large impact crater with a diameter of 200 km, named 'Cratersus'.""\n        coordinates: ""5°S, 120°E""\n\n---",,
KIVI-2,001836,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,304,281,missing_begin_marker,"missing_begin_marker, missing_end_marker","<|YAML:\nartifact:\n name: ""Amulet of the Sunken Serpent""\n origin: ""Ancient Egypt""\n discovery:\n  year: 2012\n  discoverer: ""Dr. Amelia Carter and Team""\n materials: [""Gold"", ""Lapis Lazuli"", ""Carnelian""]\n dimensions:\n  height_cm: 7.5\n  width_cm: 3.2\n  depth_cm: 1.5\n features:\n - type: ""Amulet""\n description: ""An intricately designed golden amulet in the shape of a serpent, adorned with precious stones.""\n condition: ""Well-preserved""\n - type: ""Inscription""\n description: ""Ancient hieroglyphs inscribed on",,
KIVI-2,001837,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,259,340,other_parser_error,"while parsing a block mapping   in ""<unicode string>"", line 16, column 7:         - name: ""Cassowary""           ^ expected <block end>, but found '<block mapping start>'   in ""<unicode string>"", line 17, column 9:             population_estimate: 1500             ^","---\necosystem:\n  name: ""Rainforest Ecosystem of Papua New Guinea""\n  location:\n    region: ""Pacific Islands""\n    country: ""Papua New Guinea""\n  climate:\n    type: ""Tropical""\n    average_temperature_celsius: 27.5\n  flora:\n  - - name: ""Melastoma malabathricum""\n      population_estimate: 1000000\n      conservation_status: ""Least Concern""\n      species: ""Melastoma""\n  - fauna:\n    - name: ""Cassowary""\n        population_estimate: 1500\n        diet: ""Omnivore""\n        species: ""Casuarius casuarius""\n     ",,
KIVI-2,001842,Text to YAML,T-generation,Text,YAML,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,294,221,missing_begin_marker,"missing_begin_marker, missing_end_marker","<|YAML\nmuseum:\n  name: ""Imaginary Art Museum""\n  location:\n    city: ""New York""\n    country: ""USA""\n  founding_year: 2000\n  director:\n    director:\n      full_name: ""Jane Doe""\n      tenure_years: 15\n  exhibits:\n  - title: ""The Starry Night""\n    artist: ""Vincent van Gogh""\n    year_created: 1889\n    medium: ""Oil on canvas""\n    dimensions:\n      height_cm: 73.7\n      width_cm: 73.9\n    on_display: true\n    provenance:\n      previous_owners: [""Van Gogh Museum, Amsterdam"", ""Private Collection""]\n      a",,
KIVI-2,020503,CSV to JSON,T-conversion,CSV,JSON,fp16_only,regressed,unchanged,1,0,0.2,0.0,-0.2,0.0,0.0,0.0,end_code,end_code,492,342,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{""planet"": [{\""name\"": \""Aurelia\"", \""star\"": {\""name\"": \""Helios\"", ""distance_from_earth_ly\"": 42, ""discovery_year\"": 2077}, ""type\"": \""Oceanic\"", ""name_of_first_moon\"": null, ""atmosphere"": {\""composition\"": [""O2"", ""N2"", ""Ar""], ""pressure"": 1.2, ""habitable"": true}, ""moons\"": 2, ""name_of_second_moon\"": null, ""observation_missions"": [{\""mission_name\"": ""StellarEye"", ""year"": 2080, ""instruments"": [""Spectrometer"", ""IR Camera""]}, {\""mission_name\"": ""DeepScan"", ""year"": 2083, ""instruments"": [""Radio Arr",,
KIVI-2,020509,CSV to JSON,T-conversion,CSV,JSON,fp16_only,regressed,unchanged,1,0,0.2,0.0,-0.2,0.0,0.0,0.0,end_code,end_code,321,502,literal_escaped_layout_outside_string,Expecting value: line 1 column 1 (char 0),"\n{\n""ships"": [\n  {\n    ""id"": ""SS-42\"",\n    ""name"": ""Starfire\"",\n    ""class"": ""Explorer\"",\n    ""captain"": ""Jane Nova\"",\n    ""firstOfficer"": ""Tom Quasar\"",\n    ""engineers"": [\n      {\n        ""name"": ""Lila Sparks\"",\n        ""specialty"": ""Propulsion\""\n      },\n      {\n        ""name"": ""Max Volt\"",\n        ""specialty"": ""Shields\""\n      },\n      {\n        ""name"": ""Shields\"",\n        ""specialty"": ""Engineering - Power\""\n      },\n      {\n        ""name"": ""Max Volt\"",\n        ""special",,
KIVI-2,020510,CSV to JSON,T-conversion,CSV,JSON,fp16_only,regressed,unchanged,1,0,0.2,0.0,-0.2,0.0,0.0,0.0,end_code,end_code,368,818,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\[\n  {\n    ""planet"": {\n      ""name"": ""Kepler-452b"",\n      ""star"": {\n        ""name"": ""Kepler-452"",\n        ""distance_from_earth_ly"": 1400,\n        ""discovery"": {\n          ""year"": 2015,\n          ""method"": ""Transit"",\n          ""telescope"": {\n            ""name"": ""Kepler Space Telescope""\n          },\n          ""team:"": [\n            {\n              ""name"": ""Dr. Jane Smith"",\n              ""role"": ""Lead Scientist""\n            },\n            {\n              ""name"": ""Dr. Alan Brown"",\n              ""rol",,
KIVI-2,020516,CSV to JSON,T-conversion,CSV,JSON,fp16_only,regressed,unchanged,1,0,0.2,0.0,-0.2,0.0,0.0,0.0,end_code,end_code,636,1018,literal_escaped_layout_outside_string,Expecting value: line 1 column 1 (char 0),"\n{\n  ""planets"": [\n    {\n      ""name"": ""Aurelia"",\n      ""star"": {\n        ""name"": ""Helios"",\n        ""distance_ly"": 42.5,\n        ""discovery"": {\n          ""year"": 2087,\n          ""method"": ""Transit""\n        },\n        ""atmosphere"": {\n          ""composition"": [{\n            ""gas"": ""Nitrogen"",\n            ""percentage"": 78\n          }, {\n            ""gas"": ""Oxygen"",\n            ""percentage"": 21,\n          }, {\n            ""gas"": ""Argon"",\n            ""percentage"": 1\n          }]\",,
KIVI-2,020521,CSV to JSON,T-conversion,CSV,JSON,fp16_only,regressed,unchanged,1,0,0.2,0.0,-0.2,0.0,0.0,0.0,end_code,end_code,707,727,literal_escaped_layout_outside_string,Expecting value: line 1 column 1 (char 0),"\n{\n  ""players"": [\n    {\n      ""id"": ""001"",\rn      ""name"": ""Aria"",\rn      ""species"": ""Elf"",\rn      ""level"": 12,\n      ""inventory"": {\n        ""items"": [""Bow"", ""Health Potion"", ""Map""],\n        ""gold"": 150\n      },\n      ""skills"": [{\n          ""name"": ""Archery"",\rn          ""level"": 5,\n          ""cooldown"": 2\n        }, {\n          ""name"": ""Stealth"",\rn          ""level"": 3,\n          ""cooldown"": 5\n        }],\n      ""quests"": [{\n          ""id"": ""Q101"",\rn          ""status"": ""active"",\rn ",,
KIVI-2,020523,CSV to JSON,T-conversion,CSV,JSON,fp16_only,regressed,unchanged,1,0,0.2,0.0,-0.2,0.0,0.0,0.0,end_code,end_code,577,507,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\[\n{""planet_name"": ""Aurelia"", ""discovery"": {""year"": 2087, ""method"": ""Transit""}, ""discovery_telescope"": ""Starshade Array"", ""orbit"": {""semimajor_axis_au"": 1.3, ""eccentricity"": 0.02, ""period_days"": 512}, ""atmosphere"": [{""gas"": ""Nitrogen"", ""percentage"": 78}, {""gas"": ""Oxygen"", ""percentage"": 21}], ""atmosphere_pressure_bars"": 1.2, ""moons"": [{""name"": ""Lunara"", ""diameter_km"": 3200, ""has_atmosphere"": true, ""has_other_properties"": {}}, {""name"": ""Phobos"", ""diameter_km"": 2200, ""has_atmosphere"": false, ""has_o",,
KIVI-2,020527,CSV to JSON,T-conversion,CSV,JSON,fp16_only,regressed,unchanged,1,0,0.2,0.0,-0.2,0.0,0.0,0.0,end_code,end_code,483,357,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{""space_mission"": ""Artemis I"",\\n  ""launch"": {\\n    ""date"": ""2024-11-16"",\\n    ""vehicle"": ""Orion""\\n  },\\n  ""crew"": [{\\n    ""name"": ""Alice Kim"",\\n    ""role"": ""Commander"",\\n    ""nationality"": ""USA""\\n  }, {\\n    ""name"": ""Raj Singh"",\\n    ""role"": ""Engineer"",\\n    ""nationality"": ""India""\\n  }],\\n  ""nationality"": ""USA"",\\n  ""payload"": {\\n    ""cargo"": ""Scientific Equipment"",\\n    ""weight_kg"": 1200,\\n    ""experiments"": [{\\n      ""experiment_name"": ""Lunar Soil Analysis"",\\n      ""status"": ""Pending""\\n    }, ",,
KIVI-2,020531,CSV to JSON,T-conversion,CSV,JSON,fp16_only,regressed,unchanged,1,0,0.2,0.0,-0.2,0.0,0.0,0.0,end_code,end_code,627,875,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n[{\n\t""name"": ""Saturn"",\n\t""type"": ""Gas Giant"",\n\t""distance_from_sun_au"": 9.58,\n\t""has_rings"": true,\n\t""moons"": 82,\n\t""atmosphere"": {\n\t\t""composition"": ""Hydrogen/Helium"",\n\t\t""layers"": [\n\t\t\t{\n\t\t\t\t""name"": ""Troposphere"",\n\t\t\t\t""altitude_range_km"": [0, 250]\n\t\t\t},\n\t\t\t{\n\t\t\t\t""name"": ""Stratosphere"",\n\t\t\t\t""altitude_range_km"": [250, 1000]\n\t\t\t}\n\t\t]\\n\t},\n\t""landing_sites"": [\n\t\t{\n\t\t\t""site_name"": ""Enceladus Base"",\n\t\t\t""coordinates"": {\n\t\t\t\t""latitu",,
KIVI-2,020548,CSV to JSON,T-conversion,CSV,JSON,fp16_only,regressed,unchanged,1,0,0.2,0.0,-0.2,0.0,0.0,0.0,end_code,end_code,510,438,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{""galaxy_name"": ""Andromeda"",\\n ""location"": {\\n ""sector"": ""Alpha"",\\n ""quadrant"": null\\n },\\n ""discovery"": {\\n ""year"": 2398,\\n ""method"": ""Gravitational Lensing""\\n },\\n ""notable_planets"": [{\\n ""name"": ""Mira"",\\n ""type"": ""Gas Giant"",\\n ""habitability_score"": 4.2,\\n ""moons"": [{\\n ""name"": ""Phobos"",\\n ""type"": ""Terrestrial""\\n }, {\\n ""name"": ""Deimos""\\n }],\\n ""habitability_score"": null\\n }, {\\n ""name"": ""Talos"",\\n ""type"": ""Terrestrial"",\\n ""habitability_score"": 8.7,\\n ""moons"": [{\\n ""name"": ""Luna""\\n }],\\n ""ha",,
KIVI-2,170513,XML to JSON,T-conversion,XML,JSON,fp16_only,regressed,unchanged,1,0,0.2,0.0,-0.2,0.0,0.0,0.0,end_code,end_code,209,192,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\{\n  ""planetaryZoo"": [\n    {\n      ""name"": ""Gliese Prime"",\n      ""species"": [\n        {\n          ""type"": ""Glowfox"",\n          ""population"": 1200\n        },\n        {\n          ""type"": ""Bubbleback"",\n          ""population"": 350\n        }\n      ]\n    },\n    {\n      ""name"": ""Kryptonix"",\n      ""species"": [\n        {\n          ""type"": ""Iron Beetle"",\n          ""population"": 700\n        },\n        {\n          ""type"": ""Frostwing"",\n          ""population"": 90\n        }\n      ]\n    }\n  ]\n}\",,
KIVI-2,170517,XML to JSON,T-conversion,XML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,end_code,260,301,invalid_leading_token,Expecting value: line 1 column 1 (char 0),"\\n{\n\\n  ""museum"": {\n\\n    ""name"": ""Imaginary Insect Museum"",\rn\\n    ""location"": {\n\\n      ""city"": ""Flutterville"",\rn\\n      ""country"": ""Buglandia""\n\\n    },\n\\n    ""exhibits"": [{\n\\n      ""title"": ""Glowworm Gala"",\rn\\n      ""year"": 2022,\n\\n      ""artifacts"": [{\n\\n          ""name"": ""Luminous Larva"",\rn\\n          ""type"": ""Specimen""\n\\n        },\n\\n        {\n\\n          ""name"": ""Bioluminescent Moss"",\rn\\n          ""type"": ""Habitat""\n\\n        }\n\\n      ]\n\\n    },\n\\n    {\n\\n      ""title"": ""A",,
KIVI-2,170530,XML to JSON,T-conversion,XML,JSON,fp16_only,regressed,regressed,1,0,1.0,0.0,-1.0,1.0,0.0,-1.0,end_code,eos,228,204,missing_end_marker,missing_end_marker,"\n{\n  ""spaceZoo"": {\n    ""aliens"": [\n      {\n        ""name"": ""Zorglax"",\n        ""species"": ""Quasarite"",\n        ""favoriteSnacks"": [\n          ""Plasma Puffs"",\n          ""Neutron Noodles""\n        ]\n      },\n      {\n        ""name"": ""Blip"",\n        ""species"": ""Astroblink"",\n        ""favoriteSnacks"": [\n          ""Comet Candy"",\n          ""Starlight Syrup""\n        ]\n      }\n    ],\n    ""galacticCaretaker"": {\n      ""name"": ""Captain Celestia"",\n      ""yearsExperience"": 42\n    }\n  }\n<",,
